Atlas_Number,FORMNUM,MUSNAME,MAILADDRES,CITY,ZIP,STRADDRSS,StreetCity,StreetZip,COUNTY,CountyId,PHONE,EMAIL,WEBSITE,HOUR_OPEN,ADMISSION,YEAREST,TXHSLNDMRK,NRHP,SUBJMARK,LOCALDESIG,HistoricDesignation,LastUpdate,Display
4200001284,1284,Museum of American Architecture and Decorative Arts,7502 Fondren Road,Houston,77074,7502 Fondren Road Houston 77074,Houston,77074,Harris,101,281 649-3995,mlbrown@hbu.edu,www.hbu.edu/museums,"Monday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/10/2021 00:00:00,True
4200001288,1288,Texas Governor's Mansion,PO Box 13286,Austin,78701,1010 Colorado Street Austin 78701,Austin,78701,Travis,227,512 305-8524,Mansion.Tours@tspb.texas.gov,https://tspb.texas.gov/prop/tgm/tgm-tour/tgm-tour.html,"Wednesday through Friday, 2:00-4:00 p.m.","Free, but reservations required.",1856,False,False,False,False,,08/11/2021 00:00:00,True
4200001298,1298,Baytown Historical Museum,220 W Defee Street,Baytown,77520,220 W Defee Street Baytown 77520,Baytown,77520,Harris,101,281 427-8768,jrpitcock@yahoo.com,www.facebook.com/BayAreaHeritageSociety/,"Tuesday through Saturday, 10:00 a.m. to 2:00 p.m.",Free,,True,False,False,False,Recorded Texas Historic Landmark,08/08/2021 00:00:00,True
4200001308,1308,Rockwall County Courthouse Museum,1111 W Yellow Jacket Lane,Rockwall,75087,1111 W Yellow Jacket Lane Rockwall 75087,Rockwall,75087,Rockwall,199,972 204-7000,rockwallhistory@gmail.com,,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,08/01/2021 00:00:00,True
4200001313,1313,Santa Fe Depot Museum,210 S. Dixon,Gainesville,76240,605 East California Street Gainesville 76241,Gainesville,76241,Cooke,49,940 668-4579,info@mortonmuseum.org,www.mortonmuseum.org,"Tuesday through Friday, 10:00 a.m. to noon.",Free,,False,False,False,False,,09/01/2021 00:00:00,True
4200001318,1318,MKT Depot Museum,5615 First Street,Katy,77493,5615 First Street Katy 77493,Katy,77493,Harris,101,281 391-8400,jgarland@cityofkaty.com,https://www.cityofkaty.com/visitors/museums,"Thursday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 11:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,11/10/2022 00:00:00,True
4200001319,1319,Adrian House,"207 E. 6th Street, PO Box 1409",McCamey,79752,602 Santa Fe McCamey 79752,McCamey,79752,Upton,231,432 652-3192,ellen.crossland@gmail.com,mccameycity.com/about-mccamey/museums/,"Tuesday through Friday, 1:00 to 5:00 p.m.",Free,,False,False,False,False,,08/26/2021 00:00:00,True
4200001320,1320,Veterans Memorial Museum & Memorial Walk,PO Box 2009,San Elizario,79849,1501 Main Street San Elizario 79849,San Elizario,79849,El Paso,70,915 851-0093,saneligenealogy@att.net,www.sanelizariogenealogy.com/veterans,"Wednesday through Friday, 10:00 a.m. to 2:00 p.m. Saturday, 10:00 a.m. to 4:00 p.m. Sunday, noon to 4:00 p.m.",Free,,False,False,False,False,,08/14/2021 00:00:00,True
4200001327,1327,Independence Hall,PO Box 305,Washington,77880,23400 Park Road 12 Washington 77880,Washington,77880,Washington,239,936 878-2214,jonathan.failor@thc.texas.gov,www.thc.texas.gov/historic-sites/washington-brazos-state-historic-site,"Daily, 10:00 a.m. to 4:00 p.m.","Adults: $8, children: $5, ages 6 and under: free. Part of the overall ticketed experience for visitors at Washington-on-the-Brazos. Ticket includes guided tour of Independence Hall and admission to the Star of the Republic Museum and Barrington Plantation.",,False,False,False,False,,09/30/2021 00:00:00,True
4200001330,1330,Dimmit County Visitor's Center and Jailhouse Museum,103 North 6th Street,Carrizo Springs,78834,103 North 6th Street Carrizo Springs 78834,Carrizo Springs,78834,Dimmit,64,830 876-5205,dcchamber@att.net,www.dimmitcountychamber.org,"Monday through Friday, 10:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,09/01/2021 00:00:00,True
4200001331,1331,Ruth Paine House Museum,P.O. Box 152288,Irving,75015,2515 W. 5th Street Irving 75015,Irving,75015,Dallas,57,972 721-3700,info@irvingarchivesandmuseum.com,www.irvingarchivesandmuseum.com/ruth-paine-house-museum,"Tuesday through Friday, 10:00 to 11:30 a.m., 2:00 to 3:30 p.m.",Free,,False,False,False,False,,08/31/2021 00:00:00,True
4200001332,1332,Irving Archives and Museum,801 W. Irving Blvd.,Irving,75015,801 W. Irving Blvd. Irving 75015,Irving,75015,Dallas,57,972 721-3700,info@irvingarchivesandmuseum.com,www.irvingarchivesandmuseum.com,"Wednesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,1981,False,False,False,False,,08/31/2021 00:00:00,True
4200001334,1334,Zilker Botanical Garden Pioneer Village,2200 Barton Springs Road,Austin,78746,2200 Barton Springs Road Austin 78746,Austin,78746,Travis,227,512 477-8672,info@zbgconservancy.org,www.zilkergarden.org/gardens/pioneer.html,"Daily, 9:00 a.m. to 6:00 p.m. Closes at 5:00 p.m. in winter.","Adult non-residents: $8, adult residents: $6, senior non-residents: $7, senior registers: $5, youth non-residents: $4, youth residents: $3, members and ages 2 and under: free.",,False,False,False,False,,08/08/2021 00:00:00,True
4200001335,1335,Fort Chadbourne,651 Fort Chadbourne,Bronte,76933,651 Fort Chadbourne Bronte 76933,Bronte,76933,Coke,41,325 743-2555,ftchadbourne@taylortel.net,www.fortchadbourne.org,"Tuesday through Saturday, 8:00 a.m. to 5:00 p.m.",Free,1999,False,False,False,False,,08/14/2021 00:00:00,True
4200001336,1336,Heritage Park,1521 North Chaparral Street,Corpus Christi,78401,1581 North Chaparral Street Corpus Christi 78401,Corpus Christi,78401,Nueces,178,361 826-3410,mary@visitcorpuschristi.com,www.visitcorpuschristitx.org/trip-ideas/must-see/walking-tour-of-heritage-park/,"Daily, 9:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,08/08/2021 00:00:00,True
4200001337,1337,Lexington Log Cabins and Heritage Center,524 Fourth Street,Lexington,78947,524 Fourth Street Lexington 78947,Lexington,78947,Lee,144,979 773-8400,,facebook.com/Lexington-Tx-Log-Cabins-304175336345120/,"Thursday through Saturday, 9:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,01/01/2019 00:00:00,True
4200001341,1341,Space Center Houston,1601 NASA Parkway,Houston,77058,1601 NASA Parkway Houston 77058,Houston,77058,Harris,101,281 244-2100,schinfo@spacecenter.org,www.spacecenter.org,"Daily, 10:00 a.m. to 5:00 p.m. Extended hours depending on season.","Adults: $29.95, seniors: $27.95, children: $24.95, ages 3 and under: free.",,False,False,False,False,,08/11/2021 00:00:00,True
4200001342,1342,Denton Firefighers Museum,332 East Hickory Street,Denton,76201,332 East Hickory Street Denton 76201,Denton,76201,Denton,62,940 349-8840,dentonfire@cityofdenton.com,discoverdenton.com/firefighters-museum,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,08/12/2021 00:00:00,True
4200001346,1346,Briscoe Western Art Museum,210 W. Market Street,San Antonio,78205,210 W. Market Street San Antonio 78205,San Antonio,78205,Bexar,15,210 299-4499,info@briscoemuseum.org,www.briscoemuseum.org,"Thurdsay through Sunday, 10:00 a.m. to 5:00 p.m.","Adults: $12, seniors, veterans, first responders, and educators: $10, family of active military: $6, active military, SNAP/WIC/MAP, children: free.",,False,False,False,False,,08/12/2021 00:00:00,True
4200001347,1347,George W. Bush Presidential Library and Museum,2943 SMU Boulevard,Dallas,75205,2943 SMU Boulevard Dallas 75205,Dallas,75205,Dallas,57,214 200-4306,boxoffice@bushcenter.org,www.bushcenter.org,"Monday through Saturday, 9:00 a.m. to 5:00 p.m. Sunday, noon to 5:00 p.m.","Adults: $21, youth: $19, seniors: $18, children: $15, ages 4 and under: free.",2013,False,False,False,False,,08/16/2021 00:00:00,True
4200001348,1348,Mary Kay Museum,16251 Dallas Parkway,Addison,75001,16251 Dallas Parkway Addison 75001,Addison,75001,Dallas,57,972 687-5720,jocelyn.story@mkcorp.com,https://www.marykay.com/en-us/about-mary-kay/our-founder/mary-kay-museum,Monday - Thursday from 9:00 a.m. - 4:00 p.m.,Free,,False,False,False,False,,10/23/2024 00:00:00,True
4200001349,1349,Penn Farm Agricultural History Center,1570 West FM 1382,Cedar Hill,75104,1570 West FM 1382 Cedar Hill 75104,Cedar Hill,75104,Dallas,57,972 291-3900,Joshua.choate@tpwd.texas.gov,tpwd.texas.gov/state-parks/cedar-hill/cedar-hill-state-park-history,"Daily, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,09/09/2021 00:00:00,True
4200001350,1350,Ball-Eddleman-McFarland House,1110 Penn Street,Fort Worth,76102,1110 Penn Street Fort Worth 76102,Fort Worth,76102,Tarrant,220,817 332-5875,rentals@historicfortworth.org,www.historicfortworth.org,"Tours on Wednesday through Friday, on the hour, 11:00 a.m to 2:00 p.m. and Sunday, 1:00 to 3:00 p.m.","Adults: $20, children: $10, includes both Thistle Hill and Ball-Eddleman-McFarland House.",1969,False,False,False,False,,10/12/2021 00:00:00,True
4200001352,1352,DFW Elite Toy Museum,5940 Eden Drive,Haltom City,76117,5940 Eden Drive Haltom City 76117,Haltom City,76117,Tarrant,220,817 834-3625,jenniferk@rdsinvestments.com,www.dfwelitetoymuseum.com,"Monday through Friday, 9:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,08/14/2021 00:00:00,True
4200001355,1355,The San Antonio Museum of Popular Culture,1017 Mulberry Avenue,San Antonio,78212,1017 Mulberry Avenue San Antonio 78212,San Antonio,78212,Bexar,15,210 858-8935,texpopsatx@gmail.com,www.texpopsa.org,"Wednesday through Sunday, 10:00 a.m. to 6:00 p.m.",Free,2012,False,False,False,False,,05/20/2019 00:00:00,True
4200001357,1357,Selena Museum,5410 Leopard Street,Corpus Christi,78408,5410 Leopard Street Corpus Christi 78408,Corpus Christi,78408,Nueces,178,361 289-9013,sales@q-productions.com,www.q-productions.com,"Monday through Friday, 10:00 a.m. to 4:00 p.m.",$3.00,,False,False,False,False,,09/15/2021 00:00:00,True
4200001358,1358,Houston Museum of Natural Science,5555 Hermann Park Drive,Houston,77030,5555 Hermann Park Drive Houston 77030,Houston,77030,Harris,101,713 639-4629,webmaster@hmns.org,www.hmns.org,"Daily, 9:00 a.m. to 5:00 p.m.","Adults: $25, children, students, seniors: $16, military: $10, 2 and under: free.",1909,False,False,False,False,,08/11/2021 00:00:00,True
4200001359,1359,Rienzi,P.O. Box 6826,Houston,77265,1406 Kirby Drive Houston 77265,Houston,77265,Harris,101,713 639-7800,rienzi@mfah.org,www.mfah.org/rienzi,"Wednesday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.","Adults: $10, seniors: $8, students: $5, children: free.",1999,False,False,False,False,,11/08/2022 00:00:00,True
4200001360,1360,Cotton Belt Depot Museum,210 East Oakwood Street,Tyler,75702,210 East Oakwood Street Tyler 75702,Tyler,75702,Smith,212,903 595-7232,cbrhstt@gmail.com,www.cottonbeltdepotmuseum.com,"Thursday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/14/2021 00:00:00,True
4200001361,1361,Sinton Historical Museum,116 W Sinton Street,Sinton,78387,116 W Sinton Street Sinton 78387,Sinton,78387,San Patricio,205,361 537-9516,irmcantu@gmail.com,facebook.com/SintonMuseum/,"Tuesday and Wednesday, 10:00 a.m. to 3:00 p.m. Saturday, 10:00 a.m. to 2:00 p.m.",Free,2007,False,False,False,False,,08/11/2021 00:00:00,True
4200001362,1362,The African American Library at the Gregory School,1300 Victor Street,Houston,77019,,Houston,,Harris,101,832 393-1440,hpl.gregoryschool@houstontx.gov,https://digital.houstonlibrary.org/gregory,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,2009,False,False,False,False,,07/25/2022 00:00:00,True
4200001364,1364,Nat Hart Davis Pioneer Complex and Museum,308 Liberty Street,Montgomery,77356,308 Liberty Street Montgomery 77356,Montgomery,77356,Montgomery,170,936 597-4360,Contact@mhs-tx.org,https://www.mhs-tx.org/n-h-davis-pioneer-complex,"Wednesday through Saturday, 11:00 a.m. to 3:00 p.m.",Free,,False,False,False,False,,03/22/2023 00:00:00,True
4200001365,1365,Roberts County Museum,P.O. Box 306,Miami,79059,120 East Commercial Streeet Miami 79059,Miami,79059,Roberts,197,806 868-3291,robertscomuseum@amaonline.com,hdgenealogy.org/roots/txroberts/,"Tuesday through Friday, 10:00 a.m. to noon and 1:00 to 5:00 p.m. First Saturday of the month, 10:00 a.m. to 2:00 p.m.",Free,,False,False,False,False,,08/13/2021 00:00:00,True
4200001369,1369,Briscoe Art and Antique Collection,P.O.Box 1908,Uvalde,78802,200 East Nopal Street Uvalde 78802,Uvalde,78802,Uvalde,232,830 278-6231 ex. 1256,cneutze@fsbuvalde.com,fsbuvalde.com/online-gallery.aspx,"Monday through Friday, 9:00 a.m. to 3:00 p.m.",Free,,False,False,False,False,,10/12/2021 00:00:00,True
4200001370,1370,El Progreso Memorial Library and Weisman Museum of Southwest Texas,301 West Main Street,Uvalde,78801,301 West Main Street Uvalde 78801,Uvalde,78801,Uvalde,232,830 278-2017,elprogresomemoriallibrary@yahoo.com,www.elprogreso.org,"Monday and Wednesday, 10:00 a.m. to 6:00 p.m. Tuesday and Thursday, 10:00 a.m. to 7:00 p.m. Friday, 10:00 a.m. to 4:00 p.m. Saturday, 10:00 a.m. to 2:00 p.m.",Free,,False,False,False,False,,08/14/2021 00:00:00,True
4200001371,1371,Presidio de San Saba,PO Box 1592,Menard,76859,191 Presidio Road Menard 76859,Menard,76859,Menard,164,325 396-4789,jan@presidiodesansaba.org,www.presidiodesansaba.org,"The site is open daily, 24 hours a day and tours are self-guided.",Free,,False,False,False,False,,10/02/2023 00:00:00,True
4200001372,1372,Madison County Museum,201 North Madison,Madisonville,77864,201 North Madison Madisonville 77864,Madisonville,77864,Madison,154,936 348-5230,madcomuseum@hotmail.com,facebook.com/madisoncountymuseum,"Wednesday through Saturday, 10:00 a.m. to 2:00 p.m.",Free,,False,False,False,False,,06/23/2020 00:00:00,True
4200001373,1373,Jefferson County Courthouse Mini-Museum,1149 Pearl Street,Beaumont,77701,"1149 Pearl Street, First Floor Beaumont 77701",Beaumont,77701,Jefferson,123,409 835-8701,histcomm@co.jefferson.tx.us,,"Monday through Friday, 7:30 a.m. to 5:00 p.m.",Free,,False,True,False,False,National Register of Historic Places,11/08/2022 00:00:00,True
4200001378,1378,Austin McCloud Appellate Court Museum,"100 West Main Street, Suite 300",Eastland,76448,"100 West Main Street, Suite 300 Eastland 76448",Eastland,76448,Eastland,67,254 631-1216,loriholliday@aol.com,austinmccloudappellatecourtmuseum.org,"Tuesday, Thursday, Saturday, 10:00 a.m. to 2:00 p.m.",Free,,False,False,False,False,,08/08/2021 00:00:00,True
4200001381,1381,Terrill Antique Car Museum,500 North Texas Street,De Leon,76444,500 North Texas Street De Leon 76444,De Leon,76444,Comanche,47,254 893-3773,terrillmachine@yahoo.com,facebook.com/Terrill-Antique-Car-Museum-367552019978967/,"Tuesday through Saturday, 10:00 a.m. to noon and 2:00 to 4:00 p.m. Sunday, 2:00 to 4:00 p.m.",Free,2004,False,False,False,False,,08/14/2021 00:00:00,True
4200001383,1383,The Old Jail Art Center,201 South 2nd Street,Albany,76430,201 South 2nd Street Albany 76430,Albany,76430,Shackelford,209,325 762-2269,pkelly@theojac.org,www.theojac.org,"Tuesday through Saturday, 11:00 a.m. to 5:00 p.m.",Free,1980,False,True,False,False,National Register of Historic Places,10/24/2024 00:00:00,True
4200001384,1384,"Dyess Memorial Center and Linear Airpark, Dyess Air Force Base",7 Lancer Loop,Abilene,79607,Arnold Boulevard & Military Drive Abilene 79607,Abilene,79607,Taylor,221,325 696-2099,jory.vanderburg@us.af.mil,www.dyess.af.mil,"Monday through Friday, 9:30 a.m. to 4:30 p.m.",Free,,False,False,False,False,,10/23/2024 00:00:00,True
4200001385,1385,Miss Hattie's Bordello Museum,18 1.2 East Concho Avenue,San Angelo,76903,18 1.2 East Concho Avenue San Angelo 76903,San Angelo,76903,Tom Green,226,325 653-0112,info@misshatties.com,www.misshatties.com,"Tuesday through Saturday, tours at 3:00 and 4:00 p.m.","Adults: $6.00, Seniors, military, Students: $5.00, Ages 10 and under: free.",1970,False,False,False,False,,09/30/2021 00:00:00,True
4200001387,1387,Bertha Terry Cornwell Museum,300 South Ann Street,Sour Lake,77659,300 South Ann Street Sour Lake 77659,Sour Lake,77659,Hardin,100,409 790-0587,amclibrary@nwcable.net,sourlake.ploud.net/about-the-museum,"Monday through Friday, 10:00 a.m. to 6:00 p.m.",Free,,False,False,False,False,,08/08/2021 00:00:00,True
4200001392,1392,Museum of Measurement and Time,301 North Polk Street,Jefferson,75657,301 North Polk Street Jefferson 75657,Jefferson,75657,Marion,155,903 665-6668,jingram663@aol.com,www.museumofmeasurementandtime.org,"Thursday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.",Free,2010,False,False,False,False,,08/11/2021 00:00:00,True
4200001394,1394,T.C. Lindsey & Co. General Store,2293 FM 134,Jonesville,75659,,,,Harrison,102,903 687-3382,,facebook.com/T-C-Lindsey-Co-General-Store-191396888031/,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,01/01/2019 00:00:00,True
4200001395,1395,The Wittliff Collections,601 University Drive,San Marcos,78666,"Albert B. Alkek Library, Texas State University San Marcos 78666",San Marcos,78666,Hays,105,512 245-2313,thewittliffcollections@txstate.edu,www.thewittliffcollections.txstate.edu,"Monday through Friday, 8:30 a.m. to 4:30 p.m.",Free,,False,False,False,False,,11/28/2022 00:00:00,True
4200001396,1396,Harry Ransom Center,P.O. Drawer 7219,Austin,78713,300 West 21st Street Austin 78705,Austin,78705,Travis,227,512 471-8944,melaniealberts@utexas.edu,www.hrc.utexas.edu,"Tuesday through Friday, 10:00 a.m. to 5:00 p.m. Saturday and Sunday, noon to 5:00 p.m.",Free,,False,False,False,False,,08/31/2021 00:00:00,True
4200001397,1397,Texas Agricultural Education and Heritage Center,390 Cordova Road,Seguin,78155,390 Cordova Road Seguin 78155,Seguin,78155,Guadalupe,94,830 379-0933,redbarnseguin@gmail.com,www.texagedu.org,"Office hours are Monday, Wednesday, Friday, 8:00 a.m. to 1:00 p.m. Tours by appointment.",Free,,False,False,False,False,,09/15/2021 00:00:00,True
4200001399,1399,Texas Baptist Historical Museum,10405 FM 50,Independence,77833,10405 FM 50 Independence 77833,Independence,77833,Washington,239,979 836-5117,dylan.price@txb.org,texasbaptisthistoricalmuseum.weebly.com,"Wednesday through Saturday, 9:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,11/08/2022 00:00:00,True
4200001400,1400,C.S. Roberts House Museum,915 South Crockett,Sherman,75090,915 South Crockett Sherman 75090,Sherman,75090,Grayson,91,903 893-4067,wanda.jordan@hotmail.com,facebook.com/C-S-Roberts-Historic-House-Museum-91045791508/,"Sunday, 1:00 to 4:00 p.m.",Free,,False,False,False,False,,11/08/2022 00:00:00,True
4200001401,1401,Cedar Hill Museum of History,P.O. Box 1021,Cedar Hill,75106,450 Pioneer Trail Cedar Hill 75104,Cedar Hill,75104,Dallas,57,972 293-3806,info@cedarhillmuseum.com,www.cedarhillmuseum.com,Thursday 12 p.m. - 8 p.m.; Friday 10 a.m. - 6 p.m.; Saturday 10 a.m. - 5 p.m.,Free,,False,False,False,False,,08/07/2025 00:00:00,True
4200001402,1402,Garland Landmark Museum,PO Box 469002,Garland,75046,393 N. Sixth Street Garland 75040,Garland,75040,Dallas,57,972 205-2996,knurmi@garlandtx.gov,https://www.garlandtx.gov/358/Landmark-Museum,"Thursday through Satruday, 10:00 a.m. to 2:00 p.m. Private appointments available Mon, Tues, and Wed from 10-4",Free,,True,False,False,False,Recorded Texas Historic Landmark,10/08/2024 00:00:00,True
4200001403,1403,Granbury Doll House Museum,421 East Bridge Street,Granbury,76048,421 East Bridge Street Granbury 76048,Granbury,76048,Hood,111,817 894-5194,ljsharp468@charter.net,facebook.com/TheGranburyDollHouse,"Friday and Saturday, 10:00 a.m. to 4:00 p.m. Sunday, 1:00 to 4:00 p.m.",Free,2012,False,False,False,False,,11/08/2022 00:00:00,True
4200001405,1405,Midland Downtown Lions Club Fire Museum,1500 West Wall,Midland,78701,1500 West Wall Midland 78701,Midland,78701,Midland,165,432 685-7332,fireinfo@midlandtexas.gov,,"Daily, 9:00 a.m. to 6:00 p.m.",Free,,False,False,False,False,,08/01/2021 00:00:00,True
4200001406,1406,Texas Rodeo Hall of Fame,100 East Dot Stafford Street,Pecos,79772,100 East Dot Stafford Street Pecos 79772,Pecos,79772,Reeves,195,432 445-2406,texasrodeohalloffame@yahoo.com,www.texasrodeohalloffame.com,"Monday through Friday, 9:00 a.m. to 5:00 p.m. Saturday, 9:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/27/2021 00:00:00,True
4200001407,1407,Memory Lane Car Museum,301 South Oak Street,Pecos,79772,301 South Oak Street Pecos 79772,Pecos,79772,Reeves,195,432 447-6588,infopecostx@gmail.com,https://visitpecos.com/visit-pecos/destination/memory-lane-car-museum3,"Tuesday through Saturday, 9:00 a.m. to 6:00 p.m.","Adults: $4, seniors: $4, children: $3.",,False,False,False,False,,08/08/2021 00:00:00,True
4200001409,1409,Wheeler Historical Museum,P.O. Box 73,Wheeler,79096,105 North Alan L Bean Blvd Wheeler 79096,Wheeler,79096,Wheeler,242,806 826-2251,pamhill@wheelerhistory.org,www.wheelerhistory.org,"Tuesday through Saturday, 1:00 to 5:00 p.m.",Free,2014,False,False,False,False,,09/28/2023 00:00:00,True
4200001410,1410,Woody Guthrie Folk Music Center,320 South Cuyler,Pampa,79065,320 South Cuyler Pampa 79065,Pampa,79065,Gray,90,806 664-0824,michaelsinks@hotmail.com,www.woodyguthriepampatx.com,"Tuesday through Friday, 10:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,09/28/2023 00:00:00,True
4200001411,1411,Freddy Fender Museum,210 East Heywood Street,San Benito,78586,210 East Heywood Street San Benito 78586,San Benito,78586,Cameron,31,956 399-7818,algarcia@cityofsanbenito.com,www.cityofsanbenito.com/250/Freddy-Fender-Museum,"Thursday through Saturday, 10:00 a.m. to 4:00 p.m."," Adults: $3, ages 9-12: $1.50, ages 8 and under: free.",,False,False,False,False,,08/08/2021 00:00:00,True
4200001414,1414,South Texas Archives,"MSC 197, 700 University Blvd.",Kingsville,78336,"James C. Jernigan Library, TAMU-Kingsville Kingsville 78336",Kingsville,78336,Kleberg,137,361 593-2019,,archives.tamuk.edu,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,01/01/2019 00:00:00,True
4200001417,1417,Old Bakery and Emporium,1006 Congress Avenue,Austin,78701,1006 Congress Avenue Austin 78701,Austin,78701,Travis,227,512 974-1300,herlinda.zamora@austintexas.gov,https://austintexas.gov/obemporium,"Wednesday through Friday, 10:00 a.m. to 6:00 p.m. Saturday, noon to 5:00 p.m.",Free,,False,False,False,False,,08/23/2021 00:00:00,True
4200001420,1420,Waco Police Museum,3115 Pine,Waco,76708,"3115 Pine, 9th Floor Waco 76708",Waco,76708,McLennan,161,254 750-1761,RandyL@wacotx.gov,facebook.com/Waco-Police-Museum-117777038320374/,"Monday through Friday, 9:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/01/2021 00:00:00,True
4200001426,1426,H.J. Lutcher Stark Center for Physical Culture & Sports,403 DeLoss Dodds Way,Austin,78712,"403 Deloss Dodds Way, North End Zone, Suite 5.700 Austin 78712",Austin,78712,Travis,227,512 471-4890,info@starkcenter.org,www.starkcenter.org,"Monday through Friday, 9:00 a.m. to 5:00 p.m.",Free,2011,False,False,False,False,,09/15/2021 00:00:00,True
4200001429,1429,Texas Department of Public Safety Historical Museum and Research Center,5805 North Lamar Blvd.,Austin,78752,5805 North Lamar Blvd. Austin 78752,Austin,78752,Travis,227,512 265-1470,barbara.hinesley@dps.texas.gov,www.txdpsmuseum.com,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,11/08/2022 00:00:00,True
4200001430,1430,Texas Music Museum,P.O. Box 16467,Austin,78761,1009 E. 11th Street Austin 78702,Austin,78702,Travis,227,512 203-4875,texasmusicmuseum2@gmail.com,www.texasmusicmuseum.org,"Tuesday, Wednesday, and Friday, noon to 5:00 p.m.",Free,1984,False,False,False,False,,05/15/2023 00:00:00,True
4200001432,1432,Big Bend National Park,P.O. Box 129,Big Bend National Park,79834,1 Panther Junction Big Bend National Park 79834,Big Bend National Park,79834,Brewster,22,432 477-2251,bob_krumenaker@nps.gov,www.nps.gov/bibe,"Park open all year. Visitor Centers with exhibits open daily, times vary, beginning at 8:30 a.m. and ending by 5:00 p.m.",Free,1944,False,False,False,False,,11/08/2022 00:00:00,True
4200001433,1433,Old Blanco County Courthouse,P.O. Box 302,Blanco,78606,300 Main Street Blanco 78606,Blanco,78606,Blanco,16,830 833-2211,info@historicblanco.org,www.historicblanco.org/visitors-center,"Monday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/11/2021 00:00:00,True
4200001437,1437,Austin Steam Train Association Museum,"401 E. Whitestone Blvd., Ste C-100",Cedar Park,78613,"401 E. Whitestone Blvd., Ste C-100 Cedar Park 78613",Cedar Park,78613,Williamson,246,512 402-3830,info@austinsteamtrain.org,www.austinsteamtrain.org/about-asta/museum/,"Friday, 10:00 a.m. to 2:00 p.m. and one hour prior to train departures on Saturdays and Sundays.",Free,2015,False,False,False,False,,10/03/2021 00:00:00,True
4200001438,1438,Chandler Museum & Visitors Center,P.O. Box 63,Chandler,75758,721 Hwy 31 West Chandler 75758,Chandler,75758,Henderson,107,903 849-2243,museum@chandlertx.com,www.chandlertx.com/542/Museum-Visitors-Center,"Wednesday through Saturday, 1:00 to 4:00 p.m.",Free,,False,False,False,False,,08/14/2021 00:00:00,True
4200001440,1440,Cypress Top Historic Park,P.O. Box 2963,Cypress,77410,26026 Hempstead Rd. Cypress 77429,Cypress,77429,Harris,101,281 357-5324,pct3parks@pct3.hctx.net,www.pct3.com/Parks/Cypress-Top-Historic-Park,"Tuesday through Thursday, 9:00 a.m. to 4:00 p.m. Friday and Saturday by appointment.",Free,,False,False,False,False,,09/16/2021 00:00:00,True
4200001441,1441,Texas Fashion Collection,1155 Union Circle #305100,Denton,76203,"405 S. Welch Street, Suite 102 Denton 76201",Denton,76201,Denton,62,940 565-2732,annette.becker@unt.edu,https://tfc.unt.edu,By appointment only.,Free,,False,False,False,False,,08/26/2021 00:00:00,True
4200001443,1443,Federal Reserve Bank of Dallas,2200 N. Pearl St.,Dallas,75201,2200 N. Pearl St. Dallas 75201,Dallas,75201,Dallas,57,214 922-6000,economy-in-action@dal.frb.org,www.dallasfed.org/Home/visit.aspx#tab3,"Monday through Friday, 10:00 a.m. to 4:00 p.m.",Free,,False,False,False,False,,08/12/2021 00:00:00,True
4200001444,1444,History of Aviation Archives,"Synergy Park N 2, 2020 Waterview Pkwy, St. 11.206",Richardson,75080,"Synergy Park N 2, 2020 Waterview Pkwy, St. 11.206 Richardson 75080",Richardson,75080,Dallas,57,972 883-2570,libspco@utdallas.edu,www.utdallas.edu/library/special-collections-and-archives/history-of-aviation-archive/,"Monday through Friday, 8:00 a.m. to 5:00 p.m.",Free,,False,False,False,False,,08/11/2021 00:00:00,True
