Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
2576,Red River County Courthouse (1830),Red River,194,Jonesboro (Miller Co. ARKANSAS,,,,,,1830,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002576
2577,Red River County Courthouse (1840 ca.),Red River,194,La Grange (now Madras),,,,,,1840 ca.,,Gilbert Clark,,,,False,,False,,,False,False,"A modest wooden structure built by the brother of town founder, James Clark.",,,,,,,,,,,,,0,,,,,False,,,,,4302002577
2578,Red River County Courthouse (1850),Red River,194,Clarksville,,,,,,1850,,Yarborough,Greek Revival?,,,False,,False,,,False,False,A modest two story brick structure measuring 45 by 55 feet.,,,,,,,,,,,,,0,,,,,False,,,,,4302002578
2580,Reeves County Courthouse (1886),Reeves,195,Pecos,,,gone,na,,1886,,"Martin, Byrnes & Johnson",Italianate,,,False,,False,,,False,False,Two story brick building with central cross plan.  Embellished bell tower and window hood molds provide much of the decoration.,,,,,,,,,,,,,0,,,,,False,"Martin, Byrne & Johnson","The People's Architecture ",,,4302002580
73,Reeves County Courthouse (1937),Reeves,195,"Pecos          ","100 E. 4th Street, Pecos TX 79772",79772,"Active Courthouse ","County    ",,1937,Trost & Trost,,Classical Revival,0,,False,,False,,"no   ",False,False,"Originally constructed of brick in the Classical Revival style. The building features layered massing, an arcade with fanlights and a hipped Spanish tile roof.",,,,,,0,,,,,,,415,,,,,False,,,,,4302000073
74,Refugio County Courthouse (1917),Refugio,196,"Refugio        ","808 Commerce St. Refugio, TX 78377",,"Active Courthouse ","County    ",,1917,"Atlee B. Ayres                                                                      ",,"Classical Revival with Mission Revival influences          
The basic plan of the building was a simple, cross-axial design, with entry porches at each of the four elevations. The plan was symmetrical about both axis on the first floor and was asymmetrica",0,"SM   ",False,,False,,"no   ",True,False,Constructed of brick and terracotta in the Classical Revival style with a Prairie style porch. The building features a terracotta cartouche at the parapet above the entry portico.,Addition constructed in 1950.,,,,,0,,,,,,,416,,,,,True,,,plans (THCPP MP - copy),"Office 1930 THCPP Refugo CCH Master Plan, District Clerk's Office (Vault) 1930 ABT Historiy of Refugio County Texas, Office (Vault) 1939 THCPP Refugo CCH Master Plan",4302000074
2582,Refugio County Courthouse (1840),Refugio,196,Refugio,,,"demolished  ",,,1840,,,,0,,False,,False,,,False,False,"Stone, converted church",,,,,,,,,,,,,0,,,,,False,,,,,4302002582
2583,Refugio County Courthouse (1850),Refugio,196,Refugio,,,,,,1850,,,,,,False,,False,,,False,False,"Construction was begun in 1850 by the town of Refugio and then deeded, unfinished, to the county in 1856. The structure was poor, and by 1865, records were kept at people's homes overnight. Shell concrete, 2 story.",,,,,,,,,,,,,0,,,,,False,,,,,4302002583
2584,Refugio County Courthouse (1875),Refugio,196,Refugio,,,,,,1875,,Robinson & Kohler,,,,False,,False,,,False,False,"frame, 2-story, 40' x 40', cost $2000",,,,,,,,,,,,,0,,,,,False,,,,,4302002584
2585,Refugio County Courthouse (1880),Refugio,196,Refugio,,,,,,1880,,Ryan & Martin,,,,False,,False,,,False,False,"frame, 2-story, 45' x 30', ",,,,,,,,,,,,,0,,,,,False,,,,,4302002585
2587,Roberts County Courthouse (1890),Roberts,197,Oran (now Parnell),,,,,,1890,,,,,,False,,False,,,False,False,wood frame,"1898: unclear if building was moved or county seat? ",,,,,,,,,,,,0,,,,,False,,,,,4302002587
75,Roberts County Courthouse (1913),Roberts,197,"Miami          ","300 E. Commercial Street, Miami TX 79059",,"Active Courthouse ","County    ",,1913,"Elmer George Withers                                                                ","Bone & Parr, Amarillo                                  ","Classical Revival                                           ",,"     ",True,,True,,"no   ",True,False,"A two-story reinforced concrete building on a raised basement, finished with a two-tone brick veneer and cast stone classical detailing. The building is rectangular in plan with entrance porticoes on three elevations. The wider northwest and southeast elevations are identical in form, with symmetrical compositions and central recessed pavilions behind porticoes supported by Tuscan columns. Classical details include a dentilled frieze course band and projecting cornice.","windows replaced, district courtroom ceiling dropped.  Elevator and ramp installed in 1985.                                                                                                                                                                   ",,,,,0,,,,,,,418,,Easement,07/12/2004 00:00:00,perpetuity,True,,,"plans (THCPP MP - copy, THC - copy)","County Clerk's Office 1930 ABT A History of Miami and Roberts County, Sheriff's Office 1930 ABT A History of Miami and Roberts County",4302000075
76,Robertson County Courthouse (1883),Robertson,198,"Franklin       ","102 W Decherd St, Franklin, TX 77856",,"Active Courthouse ","County    ",,1883,Frederick E. Ruffini,James B. Smith,"Second Empire                                    ",0,"SM   ",True,"1981 ",True,,"1977 ",True,False,"Constructed of limestone with sheet metal details in the Second Empire style. The building features adouble-height arched window openings at the second floor, a central bay with a dentiled pediment supporting an ornamental clocktower and corner bays with dormers on a mansard roof.  ","-1924 - Mansard roofs, dormers, and clock cupola removed and Mission-influenced parapets and awning skirt added by Hix McCanless.  -c.1980 - Interior completely renovated.",,,,,0,,,,,,,421,,,,,True,,"""F. E. and Oscar Ruffini, Texas Architects, 1877-1917"" dissertation in history by Susan Jean Dickey, Texas Tech University, 1993.",plans (partial) at the Texas State Library and Archives.  As of 1970 the county clerk reported to the THC that they still had the complete original plans and specifications.  The county's plans and specifications are currently suspected to be in storage in their old county jail.,,4302000076
13,Robertson County Courthouse (1875),Robertson,198,"Calvert        ",,,"Vacant (1999)     ","Private   ","1876-1879    ",1875,"W. T. Ingraham                                                                      ",,,,"1968 ",False,,False,,"no   ",False,False,Listed as the Hammond House. The claim that this building served as a courthouse has not been conclusively substantiated.,"1879: county seat moved to Franklin, building sold to Mr. A. Faulkner for use as a hotel.1885: building sold to Robert A. Brown for use as a resifdence.1909: building sold to Fannie Hammond1919: building sold to Susie Hammond Norton1966-1995 property of the Robertson County Society.Significant problems with rising damp following installation of a concrete subfloor in the early 1970s.1995: sold to a private individual",,"mortar repointing;  door, window & shutter repair; interior finishes                                                    ","1971,",,10000,"1997        ",1995,"HSI Consulting Architects, Bryan TX             ",,,"no           ",420,,,,,False,,,,,4302000013
2589,Robertson County Courthouse (1837),Robertson,198,Old Franklin,,,,,,1837,,,,,,False,,False,,,False,False," ",,,,,,,,,,,,,0,,,,,False,,,,,4302002589
2590,Robertson County Courthouse (1850),Robertson,198,Wheelock,,,,,,1850,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002590
2591,Robertson County Courthouse (1856),Robertson,198,Owensville,,,,,,1856,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002591
2592,Rockwall County Courthouse (1874),Rockwall,199,Rockwall,,,gone/burned 1/27/1891,na,,1874,James  Edward Flanders,,Italianate,,,False,,False,,,False,False,"2 story, frame, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002592
2593,Rockwall County Courthouse (1892),Rockwall,199,Rockwall,,,gone/demolished ca. 1938,na,,1892,"Maximillian Anton Anton Simon(?) Orlopp, Jr.",,Richardsonian Romanesque,,,False,,False,,,False,False,"cost $25,000 two-story, stone built after previous one burned",,,,,,,,,,,,,0,,,,,False,,,,,4302002593
77,Rockwall County Courthouse (1940),Rockwall,199,"Rockwall       ","101 E. Rusk Street, Rockwall TX 75087",,Active Courthouse,"County    ",,1940,Voelcker & Dixon,,"Moderne                                                     ",0,,False,,False,,"no   ",False,False,"Constructed of limestone with carved details in the Moderne style. The building features full height limestone pilasters creating vertical window bays with flat panel spandrels. The entry is surrounded by a heavy limestone frame with a carved panel in the header. ","- ISTEA Grant - replacement of windows; window frames and hardware; replacement of exterior doors; replacement of exterior lighting; landscaping and truss repair needed to assure the integrity of the building. The removal of mechanical units and exterior electrical wiring is also planned. The project is tentatively scheduled to be let in August 1998. ",,,,,0,,,,,,,422,,,,,False,,"The People's Architecture, Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000077
3037,Rockwall County Courthouse (2011),Rockwall,199,Rockwall,,,,,,2011,,,,0,,False,,False,,,False,False,,,,,,,,,,,,,,,,,,,False,,,,,4302003037
78,Runnels County Courthouse (1889),Runnels,200,Balinger,"613 Hutchins Ave., Balinger TX 76821",,"Active Courthouse ","County    ",,1889,"1889 Eugene T. Heiner/1941 Roy Lane                                                                    ",1889 Thomas Lovell/1941 Oscar Rose,"1889 Renaissance Revival/1941 Moderne                ",0,"1967 ",True,,False,,"no   ",False,False,"Originally constructed of limestone in the Renaissance Revival style. The building featured a central bay with a mansard roof and corner pavilions each with a bracketed pediment and hipped roof. The roof has an elaborate ridge cap and cresting and a central square tower with gable and ocular dormers on a mansard roof.  In 1941, the tower and roof were removed to create a Moderne style building.","-1941 - extensive remodeling: two wings added with matching stone, original stone sandblasted to match; cupola removed, wood frame roof removed and replaced with steel, all new plaster, doors, millwork, electrical, plumbing, ceilings lowered, wood window replaced with aluminum.  Roy Lane of Dallas- archt. Oscar Rose-contractor
",,,,,0,,,,,,,423,,,,,False,,"Gone From Texas , ""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ; ""F. E. and Oscar Ruffini, Texas Architects, 1877-1917"" dissertation in history by Susan Jean Dickey, Texas Tech University, 1993.",,,4302000078
2595,Runnels County Courthouse (1880),Runnels,200,Runnels,,,,,,1880,,,,,,False,,False,,,False,False,"rock house with adjoining jailtownsite donated by William Guestcounty seat moved to Ballinger in 1888 and most of the town, the city on wheels,' moved with it",,,,,,,,,,,,,0,,,,,False,,,,,4302002595
2596,Rusk County Courthouse (1843 ca.),Rusk,201,Henderson,,,gone/demolished ca. 1850,na,,1843 ca.,,,"vernacular ",,,False,,False,,,False,False,"vernacular, log construction",1854: demolished,,,,,,,,,,,,0,,,,,False,,,,,4302002596
2597,Rusk County Courthouse (1850),Rusk,201,Henderson,,,gone / partly burned 1860 / burned 3/5/1878,na,,1850,,"Cadawaller W. Chaney, Joseph D. Johnson, and John Henderson",,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,"The People's Architecture .  ""F. E. and Oscar Ruffini, Texas Architects, 1877-1917"" dissertation in history by Susan Jean Dickey, Texas Tech University, 1993.",,,4302002597
2603,Rusk County Courthouse (1879),Rusk,201,Henderson,,,gone / demolished 1929,na,,1879,Frederick  Ernst Ruffini,D. N. Darling (with partner a Mr. Redwine),Italianate,,,False,,False,,,False,False,"Constructed of red brick with decorative cornices, consoles, chimneys, pilasters, balconies, and both Roman and stilted arches, all in contrasting colors. 2 story, stone & brick, $14,948.80.",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture .  ""F. E. and Oscar Ruffini, Texas Architects, 1877-1917"" dissertation in history by Susan Jean Dickey, Texas Tech University, 1993.","architect's rendering (Texas State Library, Archives Division)",,4302002603
79,Rusk County Courthouse (1928),Rusk,201,"Henderson      ","N. Main Street, Henderson TX 75652",75652,"Active Courthouse ","County    ",,1928,"Curtis & Thomas                                                                     ","Ross Maddox                                            ","Moderne                                                     ",,,False,,False,,"no   ",False,False,"Constructed of brick and limestone in the Moderne style. The building features an elevated entry pavilion, a base distinguished by horizontal brick courses, flat brick pilasters that create vertical window bays with cast metal bas relief spandrels and a decorative limestone surround framing the entry doors.","In 1984 the building was steam cleaned and some bricks were replaced.                                                                                                                                                                                         ",,,,,0,,,,,,,427,,Covenant,08/05/1998 00:00:00,4/7/2023,True,"Curtis & Thomas , A. C. Gentry","Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,Tax Assesor / Collector's Office 1950 ABT Rusk County History,4302000079
45,Sabine County Courthouse (1906),Sabine,202,"Hemphill       ","201 Main Street, Hemphill TX 75948",75948,"Active Courthouse ","County    ",,1906,"Alonzo N. Dawson                                                                         ","N.A. Dawson                                            ","Classical Revival                                           ",0,"SM   ",False,,False,,"no   ",False,False,"Constructed of red brick with pink brick, cast stone and sheet metal details. The building features an elevated portico, pediments at the roof line of each facade, flat double height cast stone pilasters and a bracketed cornice.","September 25,1909: top two floors damaged by fire (legend?)reconstruction completed in 1910 according to original plans except that previous flat roof was changed to a hipped roof by County construction superintendent J.B. LewisDome removed in an 1938 remodeling- ISTEA Grant - restoration of the exterior grand staircase to the original winged configuration and replacement of the balustrade. Project scheduled to be let in Jan. 1998. ",,,,,0,,1996,"The Williams Co., AIA & Morgan, Hill, Sutton & M","1996      ","The Williams Co. & Morgan, Hill, Sutton, & Mitch",,428,,,,,False,,,,,4302000045
2598,Sabine County Courthouse (1840 ca.),Sabine,202,Hemphill,,,,,,1840 ca.,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002598
2599,Sabine County Courthouse (1850 ca.),Sabine,202,Hemphill,,,,,,1850 ca.,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002599
2600,Sabine County Courthouse (1870 ca.),Sabine,202,Hemphill,,,gone/burned 11/22/1875,na,,1870 ca.,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002600
2504,San Augustine County Courthouse (1840),San Augustine,203,San Augustine,,,,,,1840,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002504
2505,San Augustine County Courthouse (1855),San Augustine,203,San Augustine,,,,,,1855,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002505
46,San Augustine County Courthouse (1927),San Augustine,203,"San Augustine  ","100 W. Columbia Street, San Augustine TX 75972",,"Active Courthouse ","County    ",,1927,"Shirley Simons                                                                      ",Campbell & White,Classical Revival,0,"     ",True,,True,,"no   ",True,False,"Designed in a Classical Revival style, the three-story structure has a front facing T plan and a cross-hipped deck roof. It is built entirely of smooth Texas Lueders limestone and is divided into a base, piano noble and smaller third story. The upper stories of the center bay are almost entirely glazing divided by Ionic pilasters. Above the simple entablature is a stepped parapet elaborated with palmettes at the center and corners.",Wood windows replaced by aluminum,"n/a  ",,,,0,,,,,,"no           ",431,,Easement,08/05/2004 00:00:00,perpetuity,True,,,"commissioner's court minutes (THCPP MP - copy), furniture list (THCPP MP - copy)","District Courtroom 1935 ABT Library of Congress, District Courtroom 1959 THCPP San Augustine CCH Master Plan",4302000046
2769,San Augustine County Courthouse (1884),San Augustine,203,San Augustine,,,,,,1884,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002769
47,San Jacinto County Courthouse (1917),San Jacinto,204,"Coldspring     ","1 TX-150, Coldspring, TX 77331",77331,"Active Courthouse ","County    ",,1917,"Lane and Dowdy                                                                      ","Price and Williamson                                   ","Classical Revival                                           ",,"     ",True,,False,,"no   ",True,False,"Designed in the Classical Revival style. The three-story building has a cross-axis plan, symmetrical design, rectangular form. Exterior walls are faced with brick fired in nearby kilns during courthouse construction. Classically inspired elements of the building include columns, quoining, pediments, large entry stairs, and symmetrical arrangement. Doric columns and pediments added after 1937 replaced earlier Corinthian columns and capitals, but stay within the Classical Revival style. ","Remodeled in 1950; and 1976 for HVAC installation. -has elevator-Second floor courtrooom ceiling dropped and diminished in size for offices.                                                                                                                ",,,,,0,,,,,,,433,,,,,True,Lane & Dowdy,,commissioner's court minutes (THCPP MP - copy),,4302000047
2506,San Jacinto County Courthouse (1877),San Jacinto,204,Coldspring,,,,,,1877,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002506
2508,San Patricio County Courthouse (1837),San Patricio,205,San Patricio,,,,,,1837,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002508
2606,San Patricio County Courthouse (1853),San Patricio,205,San Patricio,,,,,,1853,,,,,,False,,False,,,False,False,"wood, scene of Chipita Rodriguez trial (she was hanged 11/13/1863)",,,,,,,,,,,,,0,,,,,False,,,,,4302002606
2607,San Patricio County Courthouse (1872),San Patricio,205,San Patricio,,,gone/burned 1889,na,,1872,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002607
2608,San Patricio County Courthouse (1886),San Patricio,205,San Patricio,,,,,,1886,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002608
2609,San Patricio County Courthouse (1893),San Patricio,205,Sinton,,,gone/demolished 1927 ABT,na,,1893,James  Riely Gordon,Otto P. Krueger,Richardsonian Romanesque,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,architect's rendering (THC - copy),,4302002609
48,San Patricio County Courthouse (1928),San Patricio,205,"Sinton         ","400 W. sinton, TX 78387",,"Active Courthouse ","County    ","1928-present ",1928,"Henry T. Phelps                                                                     ",,"Classical Revival         
",,"SM   ",False,,False,,"no   ",False,False,Designed in a Classical Revival style and constructed of concrete and faced with buff-colored brick. The three-story building faces south and has a white colored concrete block base. The south front has a protruding center section with arched entrance and a frieze at the top with clock. A third square brick story is recessed from the main east and west wings. On the west side is a buff-colored brick addition constructed in 1996.,"Remodeled by M.H. Ryland of Uvalde - ISTEA Grant - exterior restoration . Project scheduled to be let by county in June 1998. ",,,,,0,,,,,,,435,,,,,True,,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994","architect's rendering (THCPP MP - copy), plans (THCPP MP - copy, THC - copy)",,4302000048
49,San Saba County Courthouse (1911),San Saba,206,"San Saba       ","500 E. Wallace Street, San Saba TX 76877",,"Active Courthouse ","County    ",,1911,"Walter W. Chamberlin & Co.                                                                    ","Falls County Construction Company                      ","Classical Revival                                           ",,2004,True,,True,,"no   ",True,False,"Designed in the Classical Revival style and constructed of brick, stucco, sandstone, and sheet metal, the three-story building is symmetrical about both axes. Both north and south entrances are fronted with pedimented entry porticos and feature three-story Ionic columns. The pediments are adorned with lone stars and wreaths and the motto, ""From the People to the People."" Other exterior walls are pressed-face brick with rusticated sandstone quoins, lintels and sills, and stucco belt courses and spandrel accents. The building is topped with a prominent clock tower.",,,,,,,,,,,,,,,Easement,10/26/2009 00:00:00,perpetuity,,,"The People's Architecture ",,,4302000049
2611,San Saba County Courthouse (1857),San Saba,206,San Saba,,,gone/destroyed by storm 1869?,na,,1857,,,,,,False,,False,,,False,False,"cost $850 Welch, June Rayfield.",,,,,,,,,,,,,0,,,,,False,,,,,4302002611
2612,San Saba County Courthouse (1878),San Saba,206,San Saba,,,,,,1878,,,,,,False,,False,,,False,False,"cost $15,000, two-story, wooden	",,,,,,,,,,,,,0,,,,,False,,,,,4302002612
2614,Schleicher County Courthouse (1902),Schleicher,207,Eldorado,,,,,,1902,,,,,,False,,False,,,False,False,,1917: razed by fire,,,,,,,,,,,,0,,,,,False,,Helpful Hints on Titles and Tags,,Tax Assesor's / County Clerk's Office 1920 ABT (jail used as courthouse 1920-24) A History of Schleicher County,4302002614
50,Schleicher County Courthouse (1924),Schleicher,207,"Eldorado       ","2 South Divide Street, Eldorado TX 76936",,"Active Courthouse ","County    ","1924-present ",1924,"Henry T. Phelps                                                                     ","San Antonio Construction Company                       ","Classical Revival                                           ",,"1991 ",True,,False,,"no   ",False,False,"Designed in a Classical Revival style and constructed with rusticated limestone with smooth limestone details. The symmetrical three-story building has a rectangular form. Its main entryways are highlighted by three-story Doric columns below a simple entablature. ","Sandblasted, aluminum windows- ISTEA Grant - landscape 264 feet of property on the courthouse square and in a small park across the street. Fed. funds = $23,364. Project let in Dec. 1995 and is complete.                                                  ",,,,,0,,,,,,,438,,,,,False,,,,"Judge's Office 1936 A History of Schleicher County, District / County Clerk's Office 1945 ABT (both offices held by same person) A History of Schleicher County",4302000050
2616,Scurry County Courthouse (1886),Scurry,208,Snyder,,,,,,1886,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,District? Clerk's Office 1905 ABT Reflections:  An Album of West Texas History,4302002616
2619,Scurry County Courthouse (1911),Scurry,208,Snyder,"1806 25th Street, Snyder TX 79549",,Active Courthouse,County,"1911-present ",1911,Otto  H. Lang & Witchell/Unknown/Joseph D. Hinton,,Modern,0,,False,,False,,,False,False,"Originally a brick, Classical Revival courthouse with a central domed tower, a near twin to the Cooke County Courthouse. The courthouse originally had a rusticated base of light-colored stone or concrete, punctuated with arched openings. The upper two floors featured rectangular windows, numerous cartouches, and an ornate cornice. In the 1970s, the courthouse was remodeled and encased in a Modern style building characterized by dramatic three-story bracket columns, blank granite panel exterior walls, and a deep projecting roof. ","1950: Tower removed.1972: Entire courthouse was clad in granite. The building now has no windows. Remodeling designed by architect Joseph D. ",,,,,,,,,,,,0,,,,,False,Lang & Witchell  (Otto H. Lang & Frank O. Witchell of Dallas),"The People's Architecture ",,Tax Collector's Office 1918 ABT Reflections:  An Album of West Texas History,4302002619
2620,Shackelford County Courthouse (1875),Shackelford,209,Albany,,,,,,1875,,,"vernacular ",,,False,,False,,,False,False,"vernacular, Picket walls, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002620
51,Shackelford County Courthouse (1883),Shackelford,209,"Albany         ","200 W. Walker, Albany TX 76424",,"Active Courthouse ","County    ","1883-present ",1883,"James E. Flanders                                                                   ","C. Harris & Co., Seymour (defaulted), then Edgar Rye   ","Second Empire                                               ",,"1975 ",True,"1981 ",True,"1976 ","no   ",True,False,"Designed in a Second Empire style and constructed using native limestone. The three-story building has a rectilinear design, with the north and south facades broken into a five-part composition with a central entrance pavilion and the others divided into a three-part composition. The pavilions have finely dressed quoins that contrast to the rough-faced ashlar of the walls. The courthouse features a dressed water table and two stringcourses that encircle the building at the second- and third-story window sills. A hipped roof covers the main part of the courthouse, while the four corner pavilions have hipped roofs with a small gable.","In 1982-3 original woodwork was restored.- ISTEA Grant - replace external a/c units and repair external damage done by the units; install of exterior lighting for courthouse; install new copper roof and cleaning, stripping, and repairing of clock tower; repair, recaulk, and paint courthouse exterior; repair and replace windows as necessary; landscape and install sprinkler; repair and replace metal grates around the foundation. Completed August 1997.","2008 ","Masonry repointing and restoration, metal shingle repair, clock tower restoration, doors, windows, and cornice painted. ","1978 ",,15000,"1997        ",,,,,"TX-3457      ",440,,Easement,08/24/2000 00:00:00,perpetuity,True,,"The People's Architecture ; Ferrier Builders, Inc. history from website http://www.cowtown.net/users/ferrier-builders/","plans (THCPP MP - copy, THC - copy), architect's renderings 1883 (Shackelford County Museum)","Sheriff's Office 1911 ABT For 500 Years:  The Shackelford County Courthouse, Abstract Office 1911 ABT For 500 Years:  The Shackelford County Courthouse, Judge's Office 1911 ABT For 500 Years:  The Shackelford County Courthouse, Judge's Office 1911 ABT For 500 Years:  The Shackelford County Courthouse, Sheriff's Office 1911 ABT THCPP Shackelford CCH Master Plan",4302000051
80,Shelby County Courthouse (1885),Shelby,210,"Center         ",124 Austin Street,75935,"Active Courthouse ","County    ","1886-1994    ",1885,"John J. E. Gibson                                                                   ","John J. E. Gibson                                      ","Romanesque Revival                                          ",,"1969 ",True,"1981 ",True,,"1971 ",True,False,"Designed in an early Romanesque Revival style and constructed of red brick. The two-story courthouse has a cruciform plan with a main east-west axis and two-story pavilions in the center of the north and south facades. A frame cupola rises from the center of the main gable roof. The courthouse is given its distinctive character by the detailed brickwork on the cornice, stringcourses, window hoods and the twelve diminutive buttresses and turrets (or tourelles) with rounded ends that resemble chimney stacks.","1974: Interior remodeled.1983: slate roof and copper gutters replaced.- ISTEA Grant - Comprehensive plan to restore the Shelby County Courthouse square: exterior restoration will be performed in the courthouse, 1908 fire station, c. 1912 records building and c. 1923 bandstand. Work will also include adding new sidewalks in historic locations, removing non-historic landscaping, and adding new period lighting, building illumination and utilities for the visitors center. Project is scheduled to be let in Jan. 1998.",,,,,,,,,2024,,,,,Easement,09/10/1984 00:00:00,1/1/1994,,,"The People's Architecture ","specifications  (1884 Shelby County Commissioner's Court Minutes, THC does not have a copy but another copy may exist in the WPA files at Center for American History at UT)",,4302000080
2621,Shelby County Courthouse (1830 ca.),Shelby,210,"Center ",,,,,,1830 ca.,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002621
2622,Shelby County Courthouse (1867),Shelby,210,Center,,,gone/burned 6/1/1882,na,,1867,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002622
2623,Sherman County Courthouse (1889),Sherman,211,Stratford,,,,,,1889,,,,,,False,,False,,,False,False,,1901-County seat moved to Stratford,,,,,,,,,,,,0,,,,,False,,,,,4302002623
2558,Sherman County Courthouse (1901),Sherman,211,Stratford,,,,,,1901,,,,,,False,,False,,,False,False,"Two story wood frame building. ",1922: destroyed by fire,,,,,,,,,,,,0,,,,,False,,,,"Office 1904 God, Grass, and Grit",4302002558
81,Sherman County Courthouse (1922),Sherman,211,"Stratford      ","701 N. 3rd Street, Stratford TX 79084",,"Active Courthouse ","County    ",,1922,"Parker and Rittenberry                                                              ","J.W. Mordecai                                          ","Classical Revival                                           ",,"     ",True,,False,,"no   ",False,False,"A Classical Revival style building finished in buff brick with smooth concrete or stone details. The three-story symmetrical building features a banded brick raised basement, a water table, a string course, and a simple cornice with a brick parapet above. The main entryways feature four two-story composite columns framing three entry doors capped with fan lights. ","Doors replaced.                                                                                                                                                                                                                                               ",,,,,0,,,,,,,444,,,,,False,Parker & Rittenberry,,,,4302000081
2560,Smith County Courthouse (1846),Smith,212,Tyler,,,,,,1846,,,"vernacular ",,,False,,False,,,False,False,"vernacular, log cabin (state appointed commissioners), ",,,,,,,,,,,,,0,,,,,False,,,,,4302002560
2561,Smith County Courthouse (1848),Smith,212,Tyler,,,,,,1848,,,"vernacular ",,,False,,False,,,False,False,"vernacular, log cabin (co. commissioners), approx 18' x 18'; hand-hewn logs and mud-filled chinks (Welch)",,,,,,,,,,,,,0,,,,,False,,,,,4302002561
240,Smith County Courthouse (1955),Smith,212,Tyler,"100 N. Broadway Avenue, Tyler TX  75702",,Active Courthouse,County,,1955,Thomas Jameson,,Modern Style,0,,False,,False,,,True,False,"Designed in a mid-century Modern style and finished with buff-colored brick, granite, and dark marble. The six-story central block is flanked with two-story wings creating a symmetrical composition. Windows above the entrance and on the wings are vertically united with black marble spandrels. Others are punched windows. The first story is finished in reddish granite giving the appears of a base to the building. ","1962 - Clock tower and upper floor removed, wings added to north and south sides.  Dramatically altered by Architects Rittenberry & Rittenberry with Timmons Construction Co. as the contractor.  State financed marker rejected.",,,,,,,,,,,,0,,,,,False,Jameson & Merrell,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000240
2632,Smith County Courthouse (1852),Smith,212,Tyler,,,gone / bricks used in 1908 & 1955 courthouses,na,,1852,Eugene Thomas Heiner,E. L. Clay & W. W. Kidd,Second Empire,0,,False,,False,,,False,False,"Mansard roof. balloon framing, tin roofing and central clock tower. The entire building was to be painted white. Heiner probably did the 1876 remodel as per his own advertisements (see THC files)",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture , ""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek (1900 ABT)",,,4302002632
2633,Smith County Courthouse (1910),Smith,212,Tyler,,,gone/ (statue survives),na,,1910,"Charles  Henry Page Jr. ",,Classical Revival,,,False,,False,,,False,False,brick; tower height was 165 feet; a man was hanged on the crane by a mob one day during lunch,,,,,,,,,,,,,0,,,,,False,"C. H. Page, Jr. & Brothers","The People's Architecture ",,,4302002633
